input_key,domains,mode_supported,source_type,instrument_family,instrument_subgroup,direct_question_needed,derivable_from_answers,derivation_rule_summary,system_filled,presence_flag,can_be_asked_to_caregiver,can_be_asked_to_psychologist,requires_child_response,can_be_administered_by_caregiver,can_be_administered_by_psychologist,future_optional_full_caregiver_candidate,allowed_if_unknown,unknown_handling_rule,model_criticality,output_criticality,current_mapping_status,exact_legacy_equivalence_status,notes
age_years,adhd|anxiety|conduct|depression|elimination,both,general,Demographics,demographics,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,no,required demographic,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
cbcl_anxious_depressed_proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,CBCL,cbcl,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
cbcl_attention_problems_proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,CBCL,cbcl,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
cbcl_externalizing_proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,CBCL,cbcl,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
cbcl_internalizing_proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,CBCL,cbcl,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
cbcl_rule_breaking_proxy,adhd|anxiety|conduct|depression|elimination,both,score_derivado,CBCL,cbcl,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
conners_cognitive_problems,adhd,psychologist,general,Conners,conners,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
conners_conduct_problems,adhd,psychologist,general,Conners,conners,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
conners_hyperactivity,adhd,psychologist,general,Conners,conners,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
conners_total,adhd,psychologist,score_derivado,Conners,conners,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_ari_p,conduct,both,disponibilidad_instrumental,ARI,ari,yes,no,n/a,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_ari_sr,conduct,both,disponibilidad_instrumental,ARI,ari,yes,no,n/a,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_cbcl,adhd|anxiety|conduct|depression|elimination,both,disponibilidad_instrumental,CBCL,cbcl,yes,no,n/a,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_conners,adhd,psychologist,disponibilidad_instrumental,Conners,conners,yes,no,n/a,no,yes,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_icut,conduct,both,disponibilidad_instrumental,ICUT,icut,no,yes,sum/aggregate from items,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_scared_p,anxiety,both,disponibilidad_instrumental,SCARED,scared,yes,no,n/a,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_scared_sr,anxiety,psychologist,disponibilidad_instrumental,SCARED,scared,yes,no,n/a,no,yes,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_sdq,adhd|anxiety|conduct|depression|elimination,psychologist,disponibilidad_instrumental,SDQ,sdq,yes,no,n/a,no,yes,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_swan,adhd,both,disponibilidad_instrumental,SWAN,swan,yes,no,n/a,no,yes,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
has_ysr,adhd,psychologist,disponibilidad_instrumental,YSR,ysr,yes,no,n/a,no,yes,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
icut_total,conduct,both,score_derivado,ICUT,icut,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
mfq_p_total,depression,both,score_derivado,MFQ,mfq,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
release,adhd|anxiety|conduct|elimination,both,general,Demographics,demographics,yes,no,n/a,yes,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_01,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_02,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_03,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_04,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_05,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_06,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_07,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_08,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_09,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_10,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_11,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_12,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_13,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_14,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_15,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_16,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_17,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_18,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_19,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_20,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_21,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_22,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_23,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_24,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_25,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_26,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_27,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_28,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_29,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_30,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_31,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_32,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_33,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_34,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_35,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_36,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_37,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_38,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_39,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_40,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_41,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_generalized_anxiety,anxiety,both,general,SCARED,scared,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_panic_somatic,anxiety,both,general,SCARED,scared,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_possible_anxiety_disorder_cut25,anxiety,both,score_derivado,SCARED,scared,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_school_avoidance,anxiety,both,general,SCARED,scared,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_separation_anxiety,anxiety,both,general,SCARED,scared,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_social_anxiety,anxiety,both,general,SCARED,scared,yes,no,n/a,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_p_total,anxiety,both,score_derivado,SCARED,scared,no,yes,sum/aggregate from items,no,no,yes,yes,no,yes,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_01,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_02,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_03,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_04,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_05,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_06,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_07,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_08,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_09,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_10,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_11,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_12,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_13,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_14,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_15,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_16,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_17,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_18,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_19,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_20,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_21,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_22,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_23,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_24,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_25,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_26,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_27,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_28,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_29,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_30,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_31,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_32,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_33,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_34,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_35,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_36,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_37,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_38,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_39,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_40,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_41,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_generalized_anxiety,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_panic_somatic,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_possible_anxiety_disorder_cut25,anxiety,psychologist,score_derivado,SCARED,scared,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_school_avoidance,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_separation_anxiety,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_social_anxiety,anxiety,psychologist,general,SCARED,scared,yes,no,n/a,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
scared_sr_total,anxiety,psychologist,score_derivado,SCARED,scared,no,yes,sum/aggregate from items,no,no,no,yes,yes,no,yes,yes,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_01,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_02,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
sdq_03,anxiety,psychologist,general,SDQ,sdq,yes,no,n/a,no,no,no,yes,no,no,yes,no,yes,impute + evidence downgrade,high,high,mapped_final_scope,por_confirmar,final scope v15/v4; elimination KEEP_V12
