domain,role,feature,model_importance_score,single_feature_ba_train,questionnaire_rank,priority_bucket,feature_type,composite_importance
depression,caregiver,pdd_depressed_or_irritable_mood,0.4006553303318143,0.8306976347024165,102.0,baja,symptom_item,0.5096685316213684
depression,caregiver,dmdd_duration_months,0.26104368400891265,0.7751857228246948,87.0,media,duration_item,0.5085333901544481
depression,caregiver,pdd_01_appetite_change,0.20478257181822965,0.7817180428656818,124.0,baja,symptom_item,0.3933863668031658
depression,caregiver,pdd_impairment,0.2071840415177607,0.8233797284604218,130.0,baja,impairment_item,0.39061997616585464
depression,caregiver,dmdd_outbursts_severity,0.0782083980688845,0.7424301938348561,101.0,baja,symptom_item,0.3667376053959465
depression,caregiver,dmdd_onset_before_10,0.09042039342513257,0.6814789514132013,88.0,media,history_flag,0.3631774015563464
depression,caregiver,pdd_05_concentration_difficulty,0.12888242818216622,0.7851763299462045,128.0,baja,symptom_item,0.3565600175370126
depression,caregiver,pdd_06_hopelessness,0.08733868205007296,0.7785842370420972,129.0,baja,symptom_item,0.33712890545935803
depression,caregiver,pdd_03_low_energy,0.04805216775295224,0.7637776449491931,126.0,baja,symptom_item,0.32311849848057106
depression,caregiver,pdd_02_sleep_change,0.042693934485368984,0.75775766373495,125.0,baja,symptom_item,0.32158957179852643
depression,caregiver,pdd_04_low_self_esteem,0.03592339750482533,0.7549312612074118,127.0,baja,symptom_item,0.3158162471904149
depression,caregiver,dmdd_context_school,0.062234096593863836,0.7417556143796431,136.0,baja,context_flag,0.31363741141915186
depression,caregiver,dmdd_context_home,0.060709282296565546,0.7185978994108104,134.0,baja,context_flag,0.3133282767409327
depression,caregiver,dmdd_context_peers,0.0072086936557972485,0.7354709247715823,135.0,baja,context_flag,0.2912218026361225
depression,caregiver,pdd_no_gap_gt_2_months,0.07539976045500654,0.6468277687644095,137.0,baja,binary,0.24535067626754375
depression,psychologist,mdd_duration_weeks,1.0,0.8471864059431304,92.0,media,duration_item,0.8457807095598302
depression,psychologist,mdd_impairment,0.7557128005788025,0.854666552813594,80.0,media,impairment_item,0.756341893593422
depression,psychologist,mdd_02_loss_of_interest_or_pleasure,0.2534653806142295,0.8170352659892409,41.0,alta,symptom_item,0.626779676112073
depression,psychologist,mdd_03_weight_or_appetite_change,0.19501193570766465,0.8144735718555205,42.0,alta,symptom_item,0.600938577079323
depression,psychologist,pdd_duration_months_child,0.361047913335739,0.8233626504995304,93.0,media,duration_item,0.5740039748578599
depression,psychologist,dmdd_irritable_between_outbursts,0.11562313837502487,0.7749807872939971,34.0,alta,symptom_item,0.5719218658124274
depression,psychologist,mdd_09_death_or_suicidal_thoughts,0.1286124468144094,0.8226539151225344,48.0,alta,symptom_item,0.567661929519133
depression,psychologist,mdd_07_worthlessness_or_excessive_guilt,0.11206532383086734,0.8019810434634105,46.0,alta,symptom_item,0.5607138162173744
depression,psychologist,mdd_06_fatigue_or_low_energy,0.10233108349732604,0.8082571940910255,45.0,alta,symptom_item,0.5582875330986692
depression,psychologist,dmdd_outbursts_frequency_per_week,0.06092967750985979,0.6854239603791308,35.0,alta,symptom_item,0.5389604467989507
depression,psychologist,mdd_05_psychomotor_change,0.051847755656483085,0.8129621723166254,44.0,alta,symptom_item,0.5385895159866958
depression,psychologist,mdd_08_concentration_or_decision_difficulty,0.045833485817642954,0.8202971565195116,47.0,alta,symptom_item,0.5336935727988095
depression,psychologist,pdd_depressed_or_irritable_mood,0.26593521169640827,0.8306976347024165,102.0,media,symptom_item,0.5254797937620435
depression,psychologist,dmdd_duration_months,0.20322100631987164,0.7751857228246948,87.0,media,duration_item,0.5091058776954362
depression,psychologist,dmdd_outbursts_severity,0.05312383238352767,0.7424301938348561,101.0,media,symptom_item,0.4283067531224983
depression,psychologist,pdd_impairment,0.2254437261435368,0.8233797284604218,148.0,baja,impairment_item,0.4169553723090863
depression,psychologist,pdd_01_appetite_change,0.17140114330736095,0.7817180428656818,142.0,baja,symptom_item,0.39629821551014255
depression,psychologist,dmdd_onset_before_10,0.058380861563126836,0.6814789514132013,88.0,media,history_flag,0.3748678569978334
depression,psychologist,pdd_05_concentration_difficulty,0.09698605483088149,0.7851763299462045,146.0,baja,symptom_item,0.3612517760235907
depression,psychologist,pdd_06_hopelessness,0.06528005232003384,0.7785842370420972,147.0,baja,symptom_item,0.3462415629200033
depression,psychologist,pdd_03_low_energy,0.03426626254523381,0.7637776449491931,144.0,baja,symptom_item,0.3348385602811589
depression,psychologist,pdd_02_sleep_change,0.02925827600590692,0.75775766373495,143.0,baja,symptom_item,0.33316769057183804
depression,psychologist,pdd_04_low_self_esteem,0.02017621782000357,0.7549312612074118,145.0,baja,symptom_item,0.32700162036376346
depression,psychologist,dmdd_context_home,0.04601452656135467,0.7185978994108104,153.0,baja,context_flag,0.3259445117865052
depression,psychologist,dmdd_context_school,0.039291378734272006,0.7417556143796431,155.0,baja,context_flag,0.3233675956787724
depression,psychologist,dmdd_context_peers,0.015600977614395177,0.7354709247715823,154.0,baja,context_flag,0.3138236410062387
depression,psychologist,pdd_no_gap_gt_2_months,0.06309689033027889,0.6468277687644095,156.0,baja,binary,0.2598386432289512
depression,psychologist,dmdd_developmentally_inappropriate,0.1017531425120871,0.6512424216548545,173.0,baja,exclusion_flag,0.2589295275378034
depression,psychologist,dmdd_no_substance_medical,0.022561855530067534,0.504440269831782,128.0,baja,exclusion_flag,0.257540695960979
depression,psychologist,pdd_no_mania_hypomania,0.04169390248577447,0.5089915464093587,137.0,baja,exclusion_flag,0.25672093851254735
depression,psychologist,dmdd_not_better_explained,0.014414508060087981,0.5010759115361626,129.0,baja,exclusion_flag,0.252747891435405
depression,psychologist,dmdd_no_mania_hypomania,0.007281519776076894,0.5028690974297669,127.0,baja,exclusion_flag,0.25200032046272214
depression,psychologist,pdd_no_substance_medical,0.004182251351193078,0.5,138.0,baja,exclusion_flag,0.23903240763646666
depression,psychologist,pdd_no_psychotic_explained,0.03947451983306802,0.5047476731278285,175.0,baja,exclusion_flag,0.21605406564267146
