feature_name,source_table,source_column,semantic_relation_to_target,risk_level,why_flagged,suggested_action,corr_target
scared_sr_22,scared,scared_sr_22,weak_or_none,low,general_feature,keep,0.37343134334346745
scared_p_13,scared,scared_p_13,weak_or_none,low,general_feature,keep,0.37326067523724743
scared_sr_41,scared,scared_sr_41,weak_or_none,low,general_feature,keep,0.37310340942662795
scared_p_40,scared,scared_p_40,weak_or_none,low,general_feature,keep,0.37272963345399485
scared_sr_32,scared,scared_sr_32,weak_or_none,low,general_feature,keep,0.3723402222742965
scared_sr_16,scared,scared_sr_16,weak_or_none,low,general_feature,keep,0.37220001943830316
scared_sr_17,scared,scared_sr_17,weak_or_none,low,general_feature,keep,0.3719701736370084
mfq_sr_13,mfq,mfq_sr_13,weak_or_none,low,general_feature,keep,0.3709769361506179
scared_p_10,scared,scared_p_10,weak_or_none,low,general_feature,keep,0.37063750323180716
mfq_p_18,mfq,mfq_p_18,weak_or_none,low,general_feature,keep,0.3705954196636998
scared_p_19,scared,scared_p_19,weak_or_none,low,general_feature,keep,0.36962330535325527
scared_sr_21,scared,scared_sr_21,weak_or_none,low,general_feature,keep,0.3695198087472323
scared_sr_08,scared,scared_sr_08,weak_or_none,low,general_feature,keep,0.36851100093814043
mfq_p_08,mfq,mfq_p_08,weak_or_none,low,general_feature,keep,0.36838666502393275
mfq_p_17,mfq,mfq_p_17,weak_or_none,low,general_feature,keep,0.36802189896391985
scared_p_23,scared,scared_p_23,weak_or_none,low,general_feature,keep,0.36801760904634
mfq_p_27,mfq,mfq_p_27,weak_or_none,low,general_feature,keep,0.3676702819447858
mfq_p_15,mfq,mfq_p_15,weak_or_none,low,general_feature,keep,0.3675717512055763
scared_sr_27,scared,scared_sr_27,weak_or_none,low,general_feature,keep,0.36705724116182104
scared_sr_36,scared,scared_sr_36,weak_or_none,low,general_feature,keep,0.3663335180733399
mfq_p_25,mfq,mfq_p_25,weak_or_none,low,general_feature,keep,0.36607041093824594
mfq_p_23,mfq,mfq_p_23,weak_or_none,low,general_feature,keep,0.36493089391850575
mfq_p_19,mfq,mfq_p_19,weak_or_none,low,general_feature,keep,-0.3648646725660427
mfq_sr_27,mfq,mfq_sr_27,weak_or_none,low,general_feature,keep,0.3647592745733788
scared_p_29,scared,scared_p_29,weak_or_none,low,general_feature,keep,0.36457369945312135
mfq_p_28,mfq,mfq_p_28,weak_or_none,low,general_feature,keep,0.36417001196498894
mfq_sr_33,mfq,mfq_sr_33,weak_or_none,low,general_feature,keep,0.3641322110294871
scared_p_38,scared,scared_p_38,weak_or_none,low,general_feature,keep,0.36392458001685607
scared_sr_19,scared,scared_sr_19,weak_or_none,low,general_feature,keep,0.36389078997497093
mfq_sr_05,mfq,mfq_sr_05,weak_or_none,low,general_feature,keep,0.36380776202153514
mfq_p_30,mfq,mfq_p_30,weak_or_none,low,general_feature,keep,0.3636849937149485
scared_sr_23,scared,scared_sr_23,weak_or_none,low,general_feature,keep,0.3628064829345962
scared_p_07,scared,scared_p_07,weak_or_none,low,general_feature,keep,0.36268957402939284
cdi_08,cdi,cdi_08,weak_or_none,low,general_feature,keep,0.3621525426632405
scared_sr_05,scared,scared_sr_05,weak_or_none,low,general_feature,keep,0.3614945276813593
cdi_22,cdi,cdi_22,weak_or_none,low,general_feature,keep,0.36111877143467924
scared_sr_07,scared,scared_sr_07,weak_or_none,low,general_feature,keep,0.3596206401838597
mfq_p_14,mfq,mfq_p_14,weak_or_none,low,general_feature,keep,0.35918498760696965
scared_sr_40,scared,scared_sr_40,weak_or_none,low,general_feature,keep,0.35828573415239784
scared_p_36,scared,scared_p_36,weak_or_none,low,general_feature,keep,0.3578177749735434
mfq_sr_28,mfq,mfq_sr_28,weak_or_none,low,general_feature,keep,0.35772766849185944
mfq_sr_12,mfq,mfq_sr_12,weak_or_none,low,general_feature,keep,0.35763182415601935
cdi_07,cdi,cdi_07,weak_or_none,low,general_feature,keep,0.3572700094978225
mfq_sr_31,mfq,mfq_sr_31,weak_or_none,low,general_feature,keep,0.3572674008178281
mfq_sr_07,mfq,mfq_sr_07,weak_or_none,low,general_feature,keep,0.35718133887512415
mfq_p_01,mfq,mfq_p_01,weak_or_none,low,general_feature,keep,0.3571584434236591
scared_p_16,scared,scared_p_16,weak_or_none,low,general_feature,keep,0.35648305084593046
scared_p_09,scared,scared_p_09,weak_or_none,low,general_feature,keep,-0.3559262154910356
cdi_16,cdi,cdi_16,weak_or_none,low,general_feature,keep,0.35543108645886495
scared_p_37,scared,scared_p_37,weak_or_none,low,general_feature,keep,-0.3550711147351043
mfq_p_12,mfq,mfq_p_12,weak_or_none,low,general_feature,keep,-0.35478533538197904
mfq_sr_16,mfq,mfq_sr_16,weak_or_none,low,general_feature,keep,0.3539969425624774
scared_p_27,scared,scared_p_27,weak_or_none,low,general_feature,keep,0.35349658357018016
mfq_p_05,mfq,mfq_p_05,weak_or_none,low,general_feature,keep,0.35332413584039724
scared_p_26,scared,scared_p_26,weak_or_none,low,general_feature,keep,0.3531441373014205
mfq_p_09,mfq,mfq_p_09,weak_or_none,low,general_feature,keep,0.35186732362526657
scared_sr_34,scared,scared_sr_34,weak_or_none,low,general_feature,keep,0.35180894902882826
scared_sr_09,scared,scared_sr_09,weak_or_none,low,general_feature,keep,0.3516168107797603
mfq_p_31,mfq,mfq_p_31,weak_or_none,low,general_feature,keep,0.3507772366173885
scared_sr_04,scared,scared_sr_04,weak_or_none,low,general_feature,keep,0.3483918639181159
icut_unemotional,icut,icut_unemotional,weak_or_none,low,general_feature,keep,0.3468003901305876
scared_sr_28,scared,scared_sr_28,weak_or_none,low,general_feature,keep,0.34575437259922853
scared_p_05,scared,scared_p_05,weak_or_none,low,general_feature,keep,0.34571041889752563
scared_sr_12,scared,scared_sr_12,weak_or_none,low,general_feature,keep,0.34463533245746
scared_p_08,scared,scared_p_08,weak_or_none,low,general_feature,keep,0.34449780146857645
scared_sr_37,scared,scared_sr_37,weak_or_none,low,general_feature,keep,0.34443588524460966
mfq_sr_21,mfq,mfq_sr_21,weak_or_none,low,general_feature,keep,0.34424584478089604
mfq_p_26,mfq,mfq_p_26,weak_or_none,low,general_feature,keep,0.34386162462320496
mfq_p_03,mfq,mfq_p_03,weak_or_none,low,general_feature,keep,0.34347207535836366
scared_sr_02,scared,scared_sr_02,weak_or_none,low,general_feature,keep,0.34293497721049154
scared_p_34,scared,scared_p_34,weak_or_none,low,general_feature,keep,0.34246133679369295
mfq_p_06,mfq,mfq_p_06,weak_or_none,low,general_feature,keep,0.3413185422092442
scared_p_02,scared,scared_p_02,weak_or_none,low,general_feature,keep,0.33932963064657645
mfq_p_04,mfq,mfq_p_04,weak_or_none,low,general_feature,keep,0.3390649921855288
scared_p_social_anxiety,scared,scared_p_social_anxiety,weak_or_none,low,general_feature,keep,0.33867872883769906
mfq_sr_26,mfq,mfq_sr_26,weak_or_none,low,general_feature,keep,0.3372870923540318
cdi_05,cdi,cdi_05,weak_or_none,low,general_feature,keep,0.3371568128542494
scared_sr_13,scared,scared_sr_13,weak_or_none,low,general_feature,keep,0.3371230383039685
mfq_p_10,mfq,mfq_p_10,weak_or_none,low,general_feature,keep,0.33681404692394046
scared_p_03,scared,scared_p_03,weak_or_none,low,general_feature,keep,0.3353592128156834
mfq_p_13,mfq,mfq_p_13,weak_or_none,low,general_feature,keep,0.33146949228654593
mfq_sr_06,mfq,mfq_sr_06,weak_or_none,low,general_feature,keep,0.3304231516311738
scared_sr_33,scared,scared_sr_33,weak_or_none,low,general_feature,keep,0.3299761214754193
cdi_14,cdi,cdi_14,weak_or_none,low,general_feature,keep,0.3292178725672232
cdi_04,cdi,cdi_04,weak_or_none,low,general_feature,keep,0.3278050981524775
mfq_p_02,mfq,mfq_p_02,weak_or_none,low,general_feature,keep,0.3277306729046434
cdi_18,cdi,cdi_18,weak_or_none,low,general_feature,keep,0.32692355797597306
mfq_p_11,mfq,mfq_p_11,weak_or_none,low,general_feature,keep,0.3266419741155371
scared_sr_11,scared,scared_sr_11,weak_or_none,low,general_feature,keep,0.32436077955638437
cdi_09,cdi,cdi_09,weak_or_none,low,general_feature,keep,0.3238260873813912
cdi_13,cdi,cdi_13,weak_or_none,low,general_feature,keep,0.32280435170412397
cdi_03,cdi,cdi_03,weak_or_none,low,general_feature,keep,0.32200787864936886
cdi_02,cdi,cdi_02,weak_or_none,low,general_feature,keep,0.31981900869934765
cdi_12,cdi,cdi_12,weak_or_none,low,general_feature,keep,0.318488102912013
cdi_27,cdi,cdi_27,weak_or_none,low,general_feature,keep,-0.3143640745682896
cdi_25,cdi,cdi_25,weak_or_none,low,general_feature,keep,-0.31412390415772345
cdi_06,cdi,cdi_06,weak_or_none,low,general_feature,keep,0.31161897581194675
cdi_01,cdi,cdi_01,weak_or_none,low,general_feature,keep,0.31046443831051884
cdi_24,cdi,cdi_24,weak_or_none,low,general_feature,keep,0.30729127981909804
cdi_17,cdi,cdi_17,weak_or_none,low,general_feature,keep,-0.30266903356648406
cdi_21,cdi,cdi_21,weak_or_none,low,general_feature,keep,0.30036396516214375
cdi_20,cdi,cdi_20,weak_or_none,low,general_feature,keep,0.2990816741696719
cdi_10,cdi,cdi_10,weak_or_none,low,general_feature,keep,0.2975205362351783
cdi_19,cdi,cdi_19,weak_or_none,low,general_feature,keep,0.29628140432428185
cdi_23,cdi,cdi_23,weak_or_none,low,general_feature,keep,0.2953357233328541
cdi_26,cdi,cdi_26,weak_or_none,low,general_feature,keep,-0.2771964692025175
cdi_11,cdi,cdi_11,weak_or_none,low,general_feature,keep,0.2677575489631505
ysr_083,ysr,ysr_083,weak_or_none,low,general_feature,keep,-0.1133018449989156
ysr_008,ysr,ysr_008,weak_or_none,low,general_feature,keep,0.10222649117865415
ysr_065,ysr,ysr_065,weak_or_none,low,general_feature,keep,-0.10108950743121631
ysr_059,ysr,ysr_059,weak_or_none,low,general_feature,keep,-0.09711861599821879
ysr_091,ysr,ysr_091,weak_or_none,low,general_feature,keep,-0.09416406312495315
ysr_089,ysr,ysr_089,weak_or_none,low,general_feature,keep,-0.0907240866961028
ysr_070,ysr,ysr_070,weak_or_none,low,general_feature,keep,-0.08918854598048177
ysr_045,ysr,ysr_045,weak_or_none,low,general_feature,keep,0.08911954766471339
conners_06,conners,conners_06,weak_or_none,low,general_feature,keep,-0.08836218693643155
ysr_085,ysr,ysr_085,weak_or_none,low,general_feature,keep,-0.08603879768931762
conners_07,conners,conners_07,weak_or_none,low,general_feature,keep,-0.08541012635639382
ysr_099,ysr,ysr_099,weak_or_none,low,general_feature,keep,-0.08449883859042905
conners_09,conners,conners_09,weak_or_none,low,general_feature,keep,0.08242230146274734
ysr_016,ysr,ysr_016,weak_or_none,low,general_feature,keep,-0.08240041489206475
ysr_044,ysr,ysr_044,weak_or_none,low,general_feature,keep,-0.081818485775954
ysr_022,ysr,ysr_022,weak_or_none,low,general_feature,keep,-0.08167137141614776
conners_27,conners,conners_27,weak_or_none,low,general_feature,keep,-0.08028800505093583
ysr_010,ysr,ysr_010,weak_or_none,low,general_feature,keep,-0.0792328684559596
conners_13,conners,conners_13,weak_or_none,low,general_feature,keep,0.07817025292993274
ysr_061,ysr,ysr_061,weak_or_none,low,general_feature,keep,0.0756986647784852
ysr_aggressive_behavior_proxy,ysr,ysr_aggressive_behavior_proxy,weak_or_none,low,general_feature,keep,0.07502572545344495
ysr_anxious_depressed_proxy,ysr,ysr_anxious_depressed_proxy,weak_or_none,low,general_feature,keep,0.07309945820256775
ysr_internalizing_proxy,ysr,ysr_internalizing_proxy,weak_or_none,low,general_feature,keep,0.0708831672121615
ysr_107,ysr,ysr_107,weak_or_none,low,general_feature,keep,0.07071976941515858
ysr_rule_breaking_proxy,ysr,ysr_rule_breaking_proxy,weak_or_none,low,general_feature,keep,0.06948495405925594
ysr_096,ysr,ysr_096,weak_or_none,low,general_feature,keep,0.06943524680879402
ysr_101,ysr,ysr_101,weak_or_none,low,general_feature,keep,0.06934044305969377
ysr_055,ysr,ysr_055,weak_or_none,low,general_feature,keep,0.06934044305969372
ysr_105,ysr,ysr_105,weak_or_none,low,general_feature,keep,0.0692195553024749
ysr_externalizing_proxy,ysr,ysr_externalizing_proxy,weak_or_none,low,general_feature,keep,0.06819272690282224
ysr_077,ysr,ysr_077,weak_or_none,low,general_feature,keep,0.06643101613181952
conners_24,conners,conners_24,weak_or_none,low,general_feature,keep,-0.06611651339815508
ysr_078,ysr,ysr_078,weak_or_none,low,general_feature,keep,0.06586280365162016
ysr_093,ysr,ysr_093,weak_or_none,low,general_feature,keep,0.06539793774241501
ysr_062,ysr,ysr_062,weak_or_none,low,general_feature,keep,0.065397937742415
ysr_087,ysr,ysr_087,weak_or_none,low,general_feature,keep,0.0653844810189066
ysr_098,ysr,ysr_098,weak_or_none,low,general_feature,keep,0.06464711244125493
ysr_060,ysr,ysr_060,weak_or_none,low,general_feature,keep,0.06394042504609694
ysr_058,ysr,ysr_058,weak_or_none,low,general_feature,keep,0.0637097521012378
ysr_079,ysr,ysr_079,weak_or_none,low,general_feature,keep,0.06329431157840582
ysr_088,ysr,ysr_088,weak_or_none,low,general_feature,keep,0.06304835939544617
ysr_073,ysr,ysr_073,weak_or_none,low,general_feature,keep,0.06298434968724834
ysr_023,ysr,ysr_023,weak_or_none,low,general_feature,keep,0.06298434968724825
conners_03,conners,conners_03,weak_or_none,low,general_feature,keep,-0.06258158903395661
ysr_001,ysr,ysr_001,weak_or_none,low,general_feature,keep,0.06212193778309553
conners_01,conners,conners_01,weak_or_none,low,general_feature,keep,-0.06169844110535895
ysr_021,ysr,ysr_021,weak_or_none,low,general_feature,keep,0.06155827357320403
ysr_095,ysr,ysr_095,weak_or_none,low,general_feature,keep,0.06071364719097069
conners_11,conners,conners_11,weak_or_none,low,general_feature,keep,0.06066659758183101
ysr_094,ysr,ysr_094,weak_or_none,low,general_feature,keep,0.060603884163958
conners_19,conners,conners_19,weak_or_none,low,general_feature,keep,0.06020774714714122
conners_21,conners,conners_21,weak_or_none,low,general_feature,keep,0.060022270208188955
ysr_080,ysr,ysr_080,weak_or_none,low,general_feature,keep,0.060007316624232046
ysr_086,ysr,ysr_086,weak_or_none,low,general_feature,keep,0.05971987625466788
ysr_104,ysr,ysr_104,weak_or_none,low,general_feature,keep,0.059597852126275976
ysr_attention_problems_proxy,ysr,ysr_attention_problems_proxy,weak_or_none,low,general_feature,keep,0.05917570903705218
conners_hyperactivity,conners,conners_hyperactivity,weak_or_none,low,general_feature,keep,0.05903434877878069
ysr_072,ysr,ysr_072,weak_or_none,low,general_feature,keep,0.05870364935334263
ysr_064,ysr,ysr_064,weak_or_none,low,general_feature,keep,0.058570789809807
conners_total,conners,conners_total,weak_or_none,low,general_feature,keep,0.058493237194267224
ysr_092,ysr,ysr_092,weak_or_none,low,general_feature,keep,0.05833552596955576
ysr_054,ysr,ysr_054,weak_or_none,low,general_feature,keep,0.05779200467076748
ysr_112,ysr,ysr_112,weak_or_none,low,general_feature,keep,0.05779200467076748
ysr_012,ysr,ysr_012,weak_or_none,low,general_feature,keep,0.05720497361965046
conners_conduct_problems,conners,conners_conduct_problems,weak_or_none,low,general_feature,keep,0.05715241249698949
conners_02,conners,conners_02,weak_or_none,low,general_feature,keep,0.056728623745854266
ysr_015,ysr,ysr_015,weak_or_none,low,general_feature,keep,0.05633685955125105
ysr_032,ysr,ysr_032,weak_or_none,low,general_feature,keep,0.056206105113303484
ysr_109,ysr,ysr_109,weak_or_none,low,general_feature,keep,0.056105193493748144
conners_14,conners,conners_14,weak_or_none,low,general_feature,keep,0.0556857080876695
ysr_004,ysr,ysr_004,weak_or_none,low,general_feature,keep,0.055578580880782144
ysr_051,ysr,ysr_051,weak_or_none,low,general_feature,keep,-0.055471609255573685
conners_26,conners,conners_26,weak_or_none,low,general_feature,keep,0.05541763507756807
ysr_106,ysr,ysr_106,weak_or_none,low,general_feature,keep,0.05510024677671621
ysr_102,ysr,ysr_102,weak_or_none,low,general_feature,keep,0.0551002467767162
ysr_063,ysr,ysr_063,weak_or_none,low,general_feature,keep,0.055100246776716176
ysr_076,ysr,ysr_076,weak_or_none,low,general_feature,keep,0.05464589448938719
ysr_071,ysr,ysr_071,weak_or_none,low,general_feature,keep,0.05431881534235731
ysr_090,ysr,ysr_090,weak_or_none,low,general_feature,keep,0.054124641715777126
ysr_097,ysr,ysr_097,weak_or_none,low,general_feature,keep,0.05409254727717188
ysr_056,ysr,ysr_056,weak_or_none,low,general_feature,keep,0.05344025361371974
ysr_017,ysr,ysr_017,weak_or_none,low,general_feature,keep,0.052630376133766865
conners_16,conners,conners_16,weak_or_none,low,general_feature,keep,0.052262252409937614
ysr_030,ysr,ysr_030,weak_or_none,low,general_feature,keep,0.052216673791414946
ysr_027,ysr,ysr_027,weak_or_none,low,general_feature,keep,0.052046529437189244
ysr_049,ysr,ysr_049,weak_or_none,low,general_feature,keep,0.051536464068160134
ysr_040,ysr,ysr_040,weak_or_none,low,general_feature,keep,0.051536464068160114
ysr_019,ysr,ysr_019,weak_or_none,low,general_feature,keep,0.0515364640681601
ysr_036,ysr,ysr_036,weak_or_none,low,general_feature,keep,0.0515364640681601
conners_15,conners,conners_15,weak_or_none,low,general_feature,keep,0.051320762446925135
ysr_111,ysr,ysr_111,weak_or_none,low,general_feature,keep,0.05124964113437057
conners_10,conners,conners_10,weak_or_none,low,general_feature,keep,0.051026047673442466
ysr_039,ysr,ysr_039,weak_or_none,low,general_feature,keep,0.050721940037381646
conners_22,conners,conners_22,weak_or_none,low,general_feature,keep,0.05060297167251074
ysr_081,ysr,ysr_081,weak_or_none,low,general_feature,keep,0.05048306142721681
conners_12,conners,conners_12,weak_or_none,low,general_feature,keep,0.050465936470144745
conners_cognitive_problems,conners,conners_cognitive_problems,weak_or_none,low,general_feature,keep,0.050324821193876663
ysr_011,ysr,ysr_011,weak_or_none,low,general_feature,keep,0.050290024980617694
ysr_041,ysr,ysr_041,weak_or_none,low,general_feature,keep,0.0500257252809211
ysr_050,ysr,ysr_050,weak_or_none,low,general_feature,keep,0.049538832202171264
ysr_066,ysr,ysr_066,weak_or_none,low,general_feature,keep,0.049501774102887815
conners_18,conners,conners_18,weak_or_none,low,general_feature,keep,0.04928477723681621
ysr_048,ysr,ysr_048,weak_or_none,low,general_feature,keep,0.04913987617178893
ysr_038,ysr,ysr_038,weak_or_none,low,general_feature,keep,0.04883932332070443
ysr_026,ysr,ysr_026,weak_or_none,low,general_feature,keep,0.0487536367103259
ysr_029,ysr,ysr_029,weak_or_none,low,general_feature,keep,0.04875363671032582
ysr_034,ysr,ysr_034,weak_or_none,low,general_feature,keep,0.04872605921963479
ysr_082,ysr,ysr_082,weak_or_none,low,general_feature,keep,0.04845516585193181
conners_04,conners,conners_04,weak_or_none,low,general_feature,keep,0.04822912955351683
conners_25,conners,conners_25,weak_or_none,low,general_feature,keep,0.04781408006774493
ysr_013,ysr,ysr_013,weak_or_none,low,general_feature,keep,0.04775273585920457
ysr_003,ysr,ysr_003,weak_or_none,low,general_feature,keep,0.04749095149022783
ysr_037,ysr,ysr_037,weak_or_none,low,general_feature,keep,0.04733050418387104
ysr_052,ysr,ysr_052,weak_or_none,low,general_feature,keep,0.04730194086994682
ysr_067,ysr,ysr_067,weak_or_none,low,general_feature,keep,0.0473019408699467
ysr_074,ysr,ysr_074,weak_or_none,low,general_feature,keep,0.04709194696281105
ysr_057,ysr,ysr_057,weak_or_none,low,general_feature,keep,0.045933763524665085
ysr_043,ysr,ysr_043,weak_or_none,low,general_feature,keep,0.04573003021919966
ysr_006,ysr,ysr_006,weak_or_none,low,general_feature,keep,0.04521396219009252
ysr_005,ysr,ysr_005,weak_or_none,low,general_feature,keep,0.0447922250996217
ysr_024,ysr,ysr_024,weak_or_none,low,general_feature,keep,0.04475019233799561
ysr_031,ysr,ysr_031,weak_or_none,low,general_feature,keep,0.04434909629590355
ysr_069,ysr,ysr_069,weak_or_none,low,general_feature,keep,0.044106365222680737
ysr_084,ysr,ysr_084,weak_or_none,low,general_feature,keep,0.04397143260572805
conners_17,conners,conners_17,weak_or_none,low,general_feature,keep,0.043921288464592874
conners_08,conners,conners_08,weak_or_none,low,general_feature,keep,0.04392128846459286
ysr_110,ysr,ysr_110,weak_or_none,low,general_feature,keep,0.043873727644682614
ysr_047,ysr,ysr_047,weak_or_none,low,general_feature,keep,0.04336660749731134
ysr_053,ysr,ysr_053,weak_or_none,low,general_feature,keep,0.04324225011516107
ysr_035,ysr,ysr_035,weak_or_none,low,general_feature,keep,0.042781407024732945
ysr_100,ysr,ysr_100,weak_or_none,low,general_feature,keep,0.04267978594207156
conners_20,conners,conners_20,weak_or_none,low,general_feature,keep,0.042090130671882775
ysr_108,ysr,ysr_108,weak_or_none,low,general_feature,keep,0.042079953264264496
ysr_020,ysr,ysr_020,weak_or_none,low,general_feature,keep,0.04161763592587068
ysr_103,ysr,ysr_103,weak_or_none,low,general_feature,keep,0.040926144500290224
ysr_033,ysr,ysr_033,weak_or_none,low,general_feature,keep,0.040822606830996346
ysr_042,ysr,ysr_042,weak_or_none,low,general_feature,keep,0.04076973794140041
conners_05,conners,conners_05,weak_or_none,low,general_feature,keep,0.03941668031829937
ysr_046,ysr,ysr_046,weak_or_none,low,general_feature,keep,0.03913092996003559
ysr_014,ysr,ysr_014,weak_or_none,low,general_feature,keep,0.03824236742605883
ysr_018,ysr,ysr_018,weak_or_none,low,general_feature,keep,0.03690994224694744
conners_23,conners,conners_23,weak_or_none,low,general_feature,keep,0.036366531734602636
ysr_009,ysr,ysr_009,weak_or_none,low,general_feature,keep,0.03552185254923851
ysr_068,ysr,ysr_068,weak_or_none,low,general_feature,keep,0.03455920663223981
ysr_075,ysr,ysr_075,weak_or_none,low,general_feature,keep,0.03422218114302106
ysr_007,ysr,ysr_007,weak_or_none,low,general_feature,keep,0.029601109717721258
ysr_002,ysr,ysr_002,weak_or_none,low,general_feature,keep,0.024560476768199425
ysr_025,ysr,ysr_025,weak_or_none,low,general_feature,keep,0.024081331987072494
ysr_028,ysr,ysr_028,weak_or_none,low,general_feature,keep,0.01566579288078475
age_years,age,age_years,weak_or_none,low,general_feature,keep,-0.009160365078910156
q_items_answered,q,q_items_answered,weak_or_none,low,general_feature,keep,-0.0038115866202131947
q_completion_ratio,q,q_completion_ratio,weak_or_none,low,general_feature,keep,-0.0038115866202131444
q_required_missing,q,q_required_missing,weak_or_none,low,general_feature,keep,0.0029383246032252614
sex_assigned_at_birth,sex,sex_assigned_at_birth,weak_or_none,low,general_feature,keep,0.0
site,unknown,site,weak_or_none,low,general_feature,keep,0.0
release,unknown,release,weak_or_none,low,general_feature,keep,0.0
asr_001,asr,asr_001,weak_or_none,low,general_feature,keep,0.0
asr_002,asr,asr_002,weak_or_none,low,general_feature,keep,0.0
asr_003,asr,asr_003,weak_or_none,low,general_feature,keep,0.0
asr_004,asr,asr_004,weak_or_none,low,general_feature,keep,0.0
asr_005,asr,asr_005,weak_or_none,low,general_feature,keep,0.0
asr_006,asr,asr_006,weak_or_none,low,general_feature,keep,0.0
asr_007,asr,asr_007,weak_or_none,low,general_feature,keep,0.0
asr_008,asr,asr_008,weak_or_none,low,general_feature,keep,0.0
asr_009,asr,asr_009,weak_or_none,low,general_feature,keep,0.0
asr_010,asr,asr_010,weak_or_none,low,general_feature,keep,0.0
asr_011,asr,asr_011,weak_or_none,low,general_feature,keep,0.0
asr_012,asr,asr_012,weak_or_none,low,general_feature,keep,0.0
asr_013,asr,asr_013,weak_or_none,low,general_feature,keep,0.0
asr_014,asr,asr_014,weak_or_none,low,general_feature,keep,0.0
asr_015,asr,asr_015,weak_or_none,low,general_feature,keep,0.0
asr_016,asr,asr_016,weak_or_none,low,general_feature,keep,0.0
asr_017,asr,asr_017,weak_or_none,low,general_feature,keep,0.0
asr_018,asr,asr_018,weak_or_none,low,general_feature,keep,0.0
asr_019,asr,asr_019,weak_or_none,low,general_feature,keep,0.0
asr_020,asr,asr_020,weak_or_none,low,general_feature,keep,0.0
asr_021,asr,asr_021,weak_or_none,low,general_feature,keep,0.0
asr_022,asr,asr_022,weak_or_none,low,general_feature,keep,0.0
asr_023,asr,asr_023,weak_or_none,low,general_feature,keep,0.0
asr_024,asr,asr_024,weak_or_none,low,general_feature,keep,0.0
asr_025,asr,asr_025,weak_or_none,low,general_feature,keep,0.0
asr_026,asr,asr_026,weak_or_none,low,general_feature,keep,0.0
asr_027,asr,asr_027,weak_or_none,low,general_feature,keep,0.0
asr_028,asr,asr_028,weak_or_none,low,general_feature,keep,0.0
asr_029,asr,asr_029,weak_or_none,low,general_feature,keep,0.0
asr_030,asr,asr_030,weak_or_none,low,general_feature,keep,0.0
asr_031,asr,asr_031,weak_or_none,low,general_feature,keep,0.0
asr_032,asr,asr_032,weak_or_none,low,general_feature,keep,0.0
asr_033,asr,asr_033,weak_or_none,low,general_feature,keep,0.0
asr_034,asr,asr_034,weak_or_none,low,general_feature,keep,0.0
asr_035,asr,asr_035,weak_or_none,low,general_feature,keep,0.0
asr_036,asr,asr_036,weak_or_none,low,general_feature,keep,0.0
asr_037,asr,asr_037,weak_or_none,low,general_feature,keep,0.0
asr_038,asr,asr_038,weak_or_none,low,general_feature,keep,0.0
asr_039,asr,asr_039,weak_or_none,low,general_feature,keep,0.0
asr_040,asr,asr_040,weak_or_none,low,general_feature,keep,0.0
asr_041,asr,asr_041,weak_or_none,low,general_feature,keep,0.0
asr_042,asr,asr_042,weak_or_none,low,general_feature,keep,0.0
asr_043,asr,asr_043,weak_or_none,low,general_feature,keep,0.0
asr_044,asr,asr_044,weak_or_none,low,general_feature,keep,0.0
asr_045,asr,asr_045,weak_or_none,low,general_feature,keep,0.0
asr_046,asr,asr_046,weak_or_none,low,general_feature,keep,0.0
asr_047,asr,asr_047,weak_or_none,low,general_feature,keep,0.0
asr_048,asr,asr_048,weak_or_none,low,general_feature,keep,0.0
asr_049,asr,asr_049,weak_or_none,low,general_feature,keep,0.0
asr_050,asr,asr_050,weak_or_none,low,general_feature,keep,0.0
asr_051,asr,asr_051,weak_or_none,low,general_feature,keep,0.0
asr_052,asr,asr_052,weak_or_none,low,general_feature,keep,0.0
asr_053,asr,asr_053,weak_or_none,low,general_feature,keep,0.0
asr_054,asr,asr_054,weak_or_none,low,general_feature,keep,0.0
asr_055,asr,asr_055,weak_or_none,low,general_feature,keep,0.0
asr_056,asr,asr_056,weak_or_none,low,general_feature,keep,0.0
asr_057,asr,asr_057,weak_or_none,low,general_feature,keep,0.0
asr_058,asr,asr_058,weak_or_none,low,general_feature,keep,0.0
asr_059,asr,asr_059,weak_or_none,low,general_feature,keep,0.0
asr_060,asr,asr_060,weak_or_none,low,general_feature,keep,0.0
asr_061,asr,asr_061,weak_or_none,low,general_feature,keep,0.0
asr_062,asr,asr_062,weak_or_none,low,general_feature,keep,0.0
asr_063,asr,asr_063,weak_or_none,low,general_feature,keep,0.0
asr_064,asr,asr_064,weak_or_none,low,general_feature,keep,0.0
asr_065,asr,asr_065,weak_or_none,low,general_feature,keep,0.0
asr_066,asr,asr_066,weak_or_none,low,general_feature,keep,0.0
asr_067,asr,asr_067,weak_or_none,low,general_feature,keep,0.0
asr_068,asr,asr_068,weak_or_none,low,general_feature,keep,0.0
asr_069,asr,asr_069,weak_or_none,low,general_feature,keep,0.0
asr_070,asr,asr_070,weak_or_none,low,general_feature,keep,0.0
asr_071,asr,asr_071,weak_or_none,low,general_feature,keep,0.0
asr_072,asr,asr_072,weak_or_none,low,general_feature,keep,0.0
asr_073,asr,asr_073,weak_or_none,low,general_feature,keep,0.0
asr_074,asr,asr_074,weak_or_none,low,general_feature,keep,0.0
asr_075,asr,asr_075,weak_or_none,low,general_feature,keep,0.0
asr_076,asr,asr_076,weak_or_none,low,general_feature,keep,0.0
