trial_id,feature_rank,feature_name,importance_gini
internal_adhd_strict_compact,20,num__q_qi_0082,0.0012586954359875987
internal_adhd_strict_compact,21,num__q_qi_0083,0.001231031800031831
internal_adhd_strict_compact,22,num__age_years,0.0010844468420871897
internal_adhd_strict_compact,23,num__q_qi_0084,0.0009928145745855333
internal_adhd_strict_compact,24,num__q_qi_0089,0.0008463269721372429
internal_adhd_strict_compact,25,num__q_qi_0012,0.0008327181711910388
internal_adhd_strict_compact,26,num__q_qi_0042,0.0007743337458718372
internal_adhd_strict_compact,27,num__q_qi_0105,0.0005638888301365581
internal_adhd_strict_compact,28,num__q_qi_0113,0.0005475868863982742
internal_adhd_strict_compact,29,num__q_qi_0092,0.0005203689530321764
internal_adhd_strict_compact,30,num__q_qi_0115,0.0005176018714670286
