endpoint,method,blueprint,route_module,schema_validacion,servicio_asociado,request_format,response_format,auth_autorizacion,errores_verificables,response_contract,openapi_operation_id,openapi_path_matched
/api/v1/questionnaires/active,GET,questionnaires,api.routes.questionnaires,none,"api.services.questionnaire_service.get_active_template:get_active_template, api.services.questionnaire_service.get_template_questions:get_template_questions",none_or_path,application/json,public,no_active_template,2xx=200; 4xx/5xx=404/500,getActiveQuestionnaire,/api/v1/questionnaires/active
/api/v1/questionnaires/active/clone,POST,questionnaires,api.routes.questionnaires,QuestionnaireCloneSchema,"api.services.questionnaire_service.clone_template:clone_template, api.services.questionnaire_service.get_active_template:get_active_template",application/json,application/json,JWT+RBAC + ROLES:ADMIN,"db_error, no_active_template, template_exists, validation_error",2xx=201; 4xx/5xx=400/401/403/409/500,cloneActiveQuestionnaireV1Legacy,/api/v1/questionnaires/active/clone
/api/v1/questionnaires/{template_id}/activate,POST,questionnaires,api.routes.questionnaires,none,"api.services.questionnaire_service.activate_template:activate_template, api.services.questionnaire_service.deactivate_all_templates:deactivate_all_templates",none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"db_error, invalid_template_id, template_archived, template_empty, template_not_found",2xx=200; 4xx/5xx=400/401/403/404/500,activateQuestionnaireV1Legacy,/api/v1/questionnaires/{template_id}/activate
/api/v1/questionnaires/{template_id}/questions,POST,questionnaires,api.routes.questionnaires,QuestionCreateSchema,none,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"code_exists, db_error, disorder_not_found, duplicate_codes, invalid_question_constraints, invalid_template_id, missing_payload, template_active, template_archived, template_not_found, validation_error",2xx=201; 4xx/5xx=400/401/403/404/409/500,createQuestionnaireQuestions,/api/v1/questionnaires/{template_id}/questions
/api/v1/users,GET,users,api.routes.users,UserListQuerySchema,none,query,application/json,JWT+RBAC + ROLES:ADMIN,validation_error,2xx=200; 4xx/5xx=400/401/403/500,listUsers,/api/v1/users
/api/v1/users,POST,users,api.routes.users,UserCreateSchema,api.services.email_service.send_welcome_email:send_welcome_email,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"db_error, invalid_email, invalid_full_name, invalid_user_type, invalid_username, missing_professional_card, professional_card_exists, user_exists, validation_error, weak_password",2xx=201; 4xx/5xx=400/401/403/409/500,createUser,/api/v1/users
/api/v1/users/{user_id},DELETE,users,api.routes.users,none,none,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"cannot_deactivate_self, db_error, invalid_user_id, user_not_found",2xx=200; 4xx/5xx=400/401/403/404/500,deactivateUserById,/api/v1/users/{user_id}
/api/v1/users/{user_id},GET,users,api.routes.users,none,none,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"invalid_user_id, user_not_found",2xx=200; 4xx/5xx=400/401/403/404/500,getUserById,/api/v1/users/{user_id}
/api/v1/users/{user_id},PATCH,users,api.routes.users,UserUpdateSchema,none,application/json,application/json,JWT+RBAC + ROLES:ADMIN,"db_error, email_exists, invalid_email, invalid_full_name, invalid_user_id, invalid_user_type, missing_professional_card, professional_card_exists, user_not_found, validation_error, weak_password",2xx=200; 4xx/5xx=400/401/403/404/409/500,updateUserById,/api/v1/users/{user_id}
/api/v2/dashboard/adoption-history,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_adoption_history,/api/v2/dashboard/adoption-history
/api/v2/dashboard/api-health,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_questionnaire_volume,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_api_health,/api/v2/dashboard/api-health
/api/v2/dashboard/data-quality,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_questionnaire_volume,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_data_quality,/api/v2/dashboard/data-quality
/api/v2/dashboard/drift,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_drift,/api/v2/dashboard/drift
/api/v2/dashboard/equity,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_equity,/api/v2/dashboard/equity
/api/v2/dashboard/executive-summary,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_executive_summary,/api/v2/dashboard/executive-summary
/api/v2/dashboard/funnel,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_funnel,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_funnel,/api/v2/dashboard/funnel
/api/v2/dashboard/human-review,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_funnel,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_human_review,/api/v2/dashboard/human-review
/api/v2/dashboard/model-monitoring,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_model_monitoring,/api/v2/dashboard/model-monitoring
/api/v2/dashboard/productivity,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_funnel,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_productivity,/api/v2/dashboard/productivity
/api/v2/dashboard/questionnaire-quality,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_questionnaire_volume,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_questionnaire_quality,/api/v2/dashboard/questionnaire-quality
/api/v2/dashboard/questionnaire-volume,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_questionnaire_volume,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_questionnaire_volume,/api/v2/dashboard/questionnaire-volume
/api/v2/dashboard/retention,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_adoption_history,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_retention,/api/v2/dashboard/retention
/api/v2/dashboard/user-growth,GET,questionnaire_v2,api.routes.questionnaire_v2,DashboardQuerySchema,api.services.questionnaire_v2_service:dashboard_user_growth,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_dashboard_user_growth,/api/v2/dashboard/user-growth
/api/v2/questionnaires/active,GET,questionnaire_v2,api.routes.questionnaire_v2,SessionPageQuerySchema,api.services.questionnaire_v2_service:get_active_questionnaire_payload,query,application/json,JWT,validation_error,2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_active,/api/v2/questionnaires/active
/api/v2/questionnaires/admin/bootstrap,POST,questionnaire_v2,api.routes.questionnaire_v2,none,api.services.questionnaire_v2_loader_service:bootstrap_questionnaire_backend_v2,none_or_path,application/json,JWT+RBAC + ROLES:ADMIN,"400, 401, 403, 404, 429, 500",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_admin_bootstrap,/api/v2/questionnaires/admin/bootstrap
/api/v2/questionnaires/history,GET,questionnaire_v2,api.routes.questionnaire_v2,SessionFilterSchema,api.services.questionnaire_v2_service:list_history,query,application/json,JWT,"invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_history,/api/v2/questionnaires/history
/api/v2/questionnaires/history/{session_id},GET,questionnaire_v2,api.routes.questionnaire_v2,none,none,none_or_path,application/json,JWT,"400, 401, 403, 404, 429, 500",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_history_session_id,/api/v2/questionnaires/history/{session_id}
/api/v2/questionnaires/history/{session_id}/pdf,GET,questionnaire_v2,api.routes.questionnaire_v2,none,"api.services.questionnaire_v2_service:ensure_pdf_access, api.services.questionnaire_v2_service:latest_pdf",none_or_path,application/json,JWT,"invalid_session_id, invalid_user, pdf_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_history_session_id_pdf,/api/v2/questionnaires/history/{session_id}/pdf
/api/v2/questionnaires/history/{session_id}/pdf/download,GET,questionnaire_v2,api.routes.questionnaire_v2,none,"api.services.questionnaire_v2_service:ensure_pdf_access, api.services.questionnaire_v2_service:latest_pdf, api.services.questionnaire_v2_service:resolve_download_path",none_or_path,binary_or_file,JWT,"invalid_session_id, invalid_user, pdf_file_missing, pdf_not_found",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_history_session_id_pdf_download,/api/v2/questionnaires/history/{session_id}/pdf/download
/api/v2/questionnaires/history/{session_id}/pdf/generate,POST,questionnaire_v2,api.routes.questionnaire_v2,none,"api.services.questionnaire_v2_service:ensure_pdf_access, api.services.questionnaire_v2_service:generate_pdf",none_or_path,application/json,JWT,"invalid_session_id, invalid_user",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_history_session_id_pdf_generate,/api/v2/questionnaires/history/{session_id}/pdf/generate
/api/v2/questionnaires/history/{session_id}/results,GET,questionnaire_v2,api.routes.questionnaire_v2,none,api.services.questionnaire_v2_service:get_results_payload,none_or_path,application/json,JWT,"invalid_session_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_history_session_id_results,/api/v2/questionnaires/history/{session_id}/results
/api/v2/questionnaires/history/{session_id}/share,POST,questionnaire_v2,api.routes.questionnaire_v2,ShareCreateSchema,"api.services.questionnaire_v2_service:create_share, api.services.questionnaire_v2_service:get_session_or_404",application/json,application/json,JWT,"invalid_session_id, invalid_user, owner_required, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_history_session_id_share,/api/v2/questionnaires/history/{session_id}/share
/api/v2/questionnaires/history/{session_id}/tags,POST,questionnaire_v2,api.routes.questionnaire_v2,TagAssignSchema,"api.services.questionnaire_v2_service:ensure_tag_access, api.services.questionnaire_v2_service:upsert_tag",application/json,application/json,JWT,"invalid_session_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_history_session_id_tags,/api/v2/questionnaires/history/{session_id}/tags
/api/v2/questionnaires/history/{session_id}/tags/{tag_id},DELETE,questionnaire_v2,api.routes.questionnaire_v2,none,"api.services.questionnaire_v2_service:ensure_tag_access, api.services.questionnaire_v2_service:remove_tag",none_or_path,application/json,JWT,"invalid_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,delete_api_v2_questionnaires_history_session_id_tags_tag_id,/api/v2/questionnaires/history/{session_id}/tags/{tag_id}
/api/v2/questionnaires/sessions,POST,questionnaire_v2,api.routes.questionnaire_v2,SessionCreateSchema,"api.services.questionnaire_v2_service:create_session, api.services.questionnaire_v2_service:get_session_payload",application/json,application/json,JWT,"invalid_user, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_sessions,/api/v2/questionnaires/sessions
/api/v2/questionnaires/sessions/{session_id},GET,questionnaire_v2,api.routes.questionnaire_v2,none,"api.services.questionnaire_v2_service:get_session_payload, api.services.questionnaire_v2_service:list_session_tags",none_or_path,application/json,JWT,"invalid_session_id, invalid_user",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_sessions_session_id,/api/v2/questionnaires/sessions/{session_id}
/api/v2/questionnaires/sessions/{session_id}/answers,PATCH,questionnaire_v2,api.routes.questionnaire_v2,SessionAnswersPatchSchema,api.services.questionnaire_v2_service:save_answers,application/json,application/json,JWT,"invalid_session_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,patch_api_v2_questionnaires_sessions_session_id_answers,/api/v2/questionnaires/sessions/{session_id}/answers
/api/v2/questionnaires/sessions/{session_id}/page,GET,questionnaire_v2,api.routes.questionnaire_v2,SessionPageQuerySchema,api.services.questionnaire_v2_service:get_session_page_payload,query,application/json,JWT,"invalid_session_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,get_api_v2_questionnaires_sessions_session_id_page,/api/v2/questionnaires/sessions/{session_id}/page
/api/v2/questionnaires/sessions/{session_id}/submit,POST,questionnaire_v2,api.routes.questionnaire_v2,SessionSubmitSchema,api.services.questionnaire_v2_service:submit_session,application/json,application/json,JWT,"invalid_session_id, invalid_user, validation_error",2xx=200; 4xx/5xx=400/401/403/404/429/500,post_api_v2_questionnaires_sessions_session_id_submit,/api/v2/questionnaires/sessions/{session_id}/submit
/api/v2/questionnaires/shared/{questionnaire_id}/{share_code},GET,questionnaire_v2,api.routes.questionnaire_v2,SharedAccessSchema,"api.services.questionnaire_v2_service:get_results_payload, api.services.questionnaire_v2_service:get_shared_session",none_or_path,application/json,public + rate_limit,validation_error,2xx=200; 4xx/5xx=400/403/404/429/500,get_api_v2_questionnaires_shared_questionnaire_id_share_code,/api/v2/questionnaires/shared/{questionnaire_id}/{share_code}
/api/v2/reports/jobs,POST,questionnaire_v2,api.routes.questionnaire_v2,ReportRequestSchema,api.services.questionnaire_v2_service:build_report,application/json,application/json,JWT,"invalid_user, validation_error",2xx=201; 4xx/5xx=400/401/403/404/429/500,post_api_v2_reports_jobs,/api/v2/reports/jobs
/docs,GET,docs,api.routes.docs,none,none,none_or_path,application/json,public,500,2xx=200; 4xx/5xx=500,get_docs,/docs
/healthz,GET,health,api.routes.health,none,none,none_or_path,application/json,public,none,2xx=200; 4xx/5xx=none,getLiveness,/healthz
/metrics,GET,metrics,api.metrics,none,none,unknown,unknown,unknown,"401, 404, 500",2xx=200; 4xx/5xx=401/404/500,getMetrics,/metrics
/openapi.yaml,GET,docs,api.routes.docs,none,none,none_or_path,binary_or_file,public,500,2xx=200; 4xx/5xx=500,get_openapi_yaml,/openapi.yaml
/readyz,GET,health,api.routes.health,none,none,none_or_path,application/json,public,503,2xx=200; 4xx/5xx=503,getReadiness,/readyz
