file_path,purpose,line_count,heading_count,ambiguity_flags,placeholder_markers,final_state_consistency,classification,recommended_action,notes
reports/audit/clinical_specificity_risks.md,reportes tecnicos y operativos,3,1,muy_corto,none,aligned_or_historical,minor_revision_needed,mejorar_estructura_en_iteracion_editorial,none
reports/audit/dsm5_feature_gap_report.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/error_driver_summary.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/false_negative_audit.md,reportes tecnicos y operativos,15,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/false_positive_audit.md,reportes tecnicos y operativos,19,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/feature_pruning_opportunity_report.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/label_noise_hypotheses.md,reportes tecnicos y operativos,12,2,none,none,aligned_or_historical,ok,mantener,none
reports/audit/learning_curves_interpretation.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/per_disorder_precision_diagnosis.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/ppv_prevalence_analysis.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/precision_improvement_strategy.md,reportes tecnicos y operativos,12,4,none,none,aligned_or_historical,ok,mantener,none
reports/audit/product_ready_precision_recommendations.md,reportes tecnicos y operativos,10,3,none,none,aligned_or_historical,ok,mantener,none
reports/audit/ranking_vs_threshold_diagnosis.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/roadmaps/precision_improvement_strategy.md,reportes tecnicos y operativos,12,4,none,none,aligned_or_historical,merge_or_summarize,consolidar_en_fase_editorial_futura,duplicidad parcial con reportes base
reports/audit/roadmaps/product_ready_precision_recommendations.md,reportes tecnicos y operativos,10,3,none,none,aligned_or_historical,merge_or_summarize,consolidar_en_fase_editorial_futura,duplicidad parcial con reportes base
reports/audit/roadmaps/thesis_ready_precision_diagnosis.md,reportes tecnicos y operativos,9,1,none,none,aligned_or_historical,merge_or_summarize,consolidar_en_fase_editorial_futura,duplicidad parcial con reportes base
reports/audit/target_confidence_recommendations.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/thesis_ready_precision_diagnosis.md,reportes tecnicos y operativos,9,1,none,none,aligned_or_historical,ok,mantener,none
reports/audit/what_moves_precision.md,reportes tecnicos y operativos,5,1,none,none,aligned_or_historical,ok,mantener,none
reports/comparisons/final_model_recommendations.md,reportes tecnicos y operativos,37,6,none,none,aligned_or_historical,ok,mantener,none
reports/comparisons/hybrid_vs_previous_vs_exact.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/final_cleanup_actions_log.md,validacion/cierre de despliegue,17,4,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/final_deploy_smoke_test.md,validacion/cierre de despliegue,20,5,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/final_repo_and_deploy_closure.md,validacion/cierre de despliegue,28,7,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/final_repo_and_deploy_executive_summary.md,validacion/cierre de despliegue,17,4,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/final_repo_policy_addendum.md,validacion/cierre de despliegue,25,2,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/model_retention_decision_log.md,validacion/cierre de despliegue,18,4,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/runtime_alignment_changes.md,validacion/cierre de despliegue,23,3,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_finalization/runtime_model_resolution_report.md,validacion/cierre de despliegue,21,5,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_verification/deploy_runtime_summary.md,validacion/cierre de despliegue,6,1,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_verification/deploy_smoke_test_results.md,validacion/cierre de despliegue,4,1,muy_corto,none,aligned_or_historical,minor_revision_needed,mejorar_estructura_en_iteracion_editorial,none
reports/deploy_verification/deploy_verification_executive_summary.md,validacion/cierre de despliegue,20,6,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_verification/env_and_secret_requirements.md,validacion/cierre de despliegue,4,1,muy_corto,none,aligned_or_historical,minor_revision_needed,mejorar_estructura_en_iteracion_editorial,none
reports/deploy_verification/inference_runtime_audit.md,validacion/cierre de despliegue,12,4,none,none,aligned_or_historical,ok,mantener,none
reports/deploy_verification/repo_policy_adjustments.md,validacion/cierre de despliegue,11,4,none,none,aligned_or_historical,ok,mantener,none
reports/docs_recovery/readme_git_history_audit.md,auditoria y recuperacion documental,33,6,none,none,aligned_or_historical,ok,mantener,none
reports/docs_recovery/readme_version_comparison.md,auditoria y recuperacion documental,44,6,none,none,aligned_or_historical,ok,mantener,none
reports/experiments/experiment_plan.md,reportes tecnicos y operativos,20,3,none,none,aligned_or_historical,ok,mantener,none
reports/experiments/precision_experiment_plan.md,reportes tecnicos y operativos,24,3,none,none,aligned_or_historical,ok,mantener,none
reports/final_closure/elimination_positioning_final.md,cierre documental final de iteracion,30,5,none,none,aligned_or_historical,ok,mantener,none
reports/final_closure/final_project_closure_report.md,cierre documental final de iteracion,81,11,none,none,aligned_or_historical,minor_revision_needed,ajuste_conservador_aplicado,claridad/coherencia ajustada en esta fase
reports/final_closure/final_project_executive_summary.md,cierre documental final de iteracion,11,1,none,none,aligned_or_historical,ok,mantener,none
reports/final_closure/inference_scope_final.md,cierre documental final de iteracion,19,5,none,none,aligned_or_historical,minor_revision_needed,ajuste_conservador_aplicado,claridad/coherencia ajustada en esta fase
reports/final_closure/product_scope_final.md,cierre documental final de iteracion,26,5,none,none,aligned_or_historical,minor_revision_needed,ajuste_conservador_aplicado,claridad/coherencia ajustada en esta fase
reports/final_closure/repository_documentation_update_log.md,cierre documental final de iteracion,18,3,none,none,aligned_or_historical,ok,mantener,none
reports/final_closure/technical_evolution_summary.md,cierre documental final de iteracion,42,1,none,none,aligned_or_historical,ok,mantener,none
reports/final_closure/thesis_scope_final.md,cierre documental final de iteracion,21,4,none,none,aligned_or_historical,ok,mantener,none
reports/final_phase_summary.md,reportes tecnicos y operativos,22,1,none,none,aligned_or_historical,ok,mantener,none
reports/limitations_and_risks_final.md,reportes tecnicos y operativos,6,1,none,none,aligned_or_historical,ok,mantener,none
reports/md_traceability_index.md,reportes tecnicos y operativos,42,1,none,none,aligned_or_historical,ok,mantener,none
reports/metrics_hybrid_v2/training_summary.md,reportes tecnicos y operativos,12,1,none,none,aligned_or_historical,ok,mantener,none
reports/model_readiness_final.md,reportes tecnicos y operativos,19,3,none,none,aligned_or_historical,ok,mantener,none
reports/next_steps_final.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/operating_modes/operating_modes_spec.md,reportes tecnicos y operativos,23,1,none,none,aligned_or_historical,ok,mantener,none
reports/product_ready_results_summary.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/promotions/final_champion_recommendations.md,reportes tecnicos y operativos,8,1,none,none,aligned_or_historical,ok,mantener,none
reports/promotions/precision_promotion_recommendations.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/questionnaire_real_design_discovery/current_placeholder_questionnaire_summary.md,levantamiento de contexto de cuestionario real,42,6,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/current_questionnaire_system_flow.md,levantamiento de contexto de cuestionario real,28,6,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/final_questionnaire_real_design_discovery_summary.md,levantamiento de contexto de cuestionario real,49,11,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/frontend_change_requests.md,levantamiento de contexto de cuestionario real,21,4,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/model_questionnaire_alignment.md,levantamiento de contexto de cuestionario real,20,5,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/next_step_recommendation.md,levantamiento de contexto de cuestionario real,13,3,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/questionnaire_api_gap_analysis.md,levantamiento de contexto de cuestionario real,29,5,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/questionnaire_information_requests.md,levantamiento de contexto de cuestionario real,60,10,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/questionnaire_migration_impact_assessment.md,levantamiento de contexto de cuestionario real,38,7,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/questionnaire_real_design_discovery/questionnaire_refactor_recommendation.md,levantamiento de contexto de cuestionario real,32,10,none,none,aligned_or_historical,needs_clarification,pendiente_respuestas_usuario_y_handoff_frontend,"discovery abierto, no especificacion final"
reports/repo_hygiene_audit/cleanup_actions_log.md,higiene de repositorio y gobernanza,27,4,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/deploy_and_secrets_recommendations.md,higiene de repositorio y gobernanza,30,6,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/gitignore_rationale.md,higiene de repositorio y gobernanza,36,10,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/recommended_repo_structure.md,higiene de repositorio y gobernanza,22,5,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/redundancy_cleanup_recommendations.md,higiene de repositorio y gobernanza,12,3,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/repo_hygiene_executive_summary.md,higiene de repositorio y gobernanza,21,5,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/repo_inventory_summary.md,higiene de repositorio y gobernanza,56,8,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/what_not_to_commit.md,higiene de repositorio y gobernanza,16,4,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/what_to_commit.md,higiene de repositorio y gobernanza,15,4,none,none,aligned_or_historical,ok,mantener,none
reports/repo_hygiene_audit/what_to_protect.md,higiene de repositorio y gobernanza,30,6,none,none,aligned_or_historical,ok,mantener,none
reports/testing_modelos_audit/current_test_suite_inventory.md,auditoria de testing de modelos,38,6,none,none,aligned_or_historical,ok,mantener,none
reports/testing_modelos_audit/model_testing_implementation_summary.md,auditoria de testing de modelos,85,13,none,none,aligned_or_historical,ok,mantener,none
reports/testing_modelos_audit/model_testing_remaining_gaps.md,auditoria de testing de modelos,30,3,none,none,aligned_or_historical,ok,mantener,none
reports/thesis_ready_results_summary.md,reportes tecnicos y operativos,7,1,none,none,aligned_or_historical,ok,mantener,none
reports/training/training_log.md,reportes tecnicos y operativos,13,2,none,none,aligned_or_historical,ok,mantener,none
reports/versioning/promotion_decisions.md,reportes tecnicos y operativos,13,2,none,none,aligned_or_historical,ok,mantener,none
static/email/README.md,documentacion de assets de email,18,0,none,none,aligned_or_historical,ok,mantener,none
