domain,module,feature_name,criterion_ref,feature_role,data_type,allowed_values,quantitative_encoding,respondent_preferred,caregiver_askable,psychologist_askable,model_layer,priority,notes
Depression,major_depressive_episode,mdd_08_concentration_or_decision_difficulty,MDD_A8,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,core_symptom,high,
Depression,major_depressive_episode,mdd_09_death_or_suicidal_thoughts,MDD_A9,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,core_symptom,high,
Depression,major_depressive_episode,mdd_symptom_count,MDD_A,derived_count,integer,0-9,count(items>=2),system,no,yes,transparent_derived,high,
Depression,major_depressive_episode,mdd_core_symptom_met,MDD_A1A2,threshold_flag,binary,"0,1",1 if depressed/irritable mood or anhedonia present,system,no,yes,transparent_derived,high,
Depression,major_depressive_episode,mdd_duration_weeks,MDD_A,duration_item,integer,0+,weeks persistent,caregiver_or_psychologist,yes,yes,criteria_support,high,
Depression,major_depressive_episode,mdd_impairment,MDD_B,impairment_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 moderate;3 marked,caregiver_or_psychologist,yes,yes,criteria_support,high,
Depression,major_depressive_episode,mdd_not_due_substance_medical,MDD_C,exclusion_flag,binary,"0,1",1 if no substance/medical explanation,psychologist,no,yes,clinician_gate,high,
Depression,major_depressive_episode,mdd_not_psychotic_explained,MDD_D,exclusion_flag,binary,"0,1",1 if no psychotic explanation,psychologist,no,yes,clinician_gate,high,
Depression,major_depressive_episode,mdd_no_mania_hypomania_history,MDD_E,exclusion_flag,binary,"0,1",1 if no lifetime mania/hypomania,psychologist,no,yes,clinician_gate,high,
Depression,major_depressive_episode,mdd_threshold_met,MDD_A-E,diagnostic_flag,binary,"0,1",1 if major depression pattern met,system,no,yes,target_like,high,
Depression,dmdd,dmdd_outbursts_severity,DMDD_A,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 severe;3 extreme,caregiver_or_psychologist,yes,yes,core_symptom,medium,
Depression,dmdd,dmdd_outbursts_frequency_per_week,DMDD_C,symptom_item,float,0+,weekly outburst frequency,caregiver_or_psychologist,yes,yes,core_symptom,high,
Depression,dmdd,dmdd_developmentally_inappropriate,DMDD_B,exclusion_flag,binary,"0,1",1 if developmentally inappropriate,psychologist,no,yes,clinician_gate,medium,
Depression,dmdd,dmdd_irritable_between_outbursts,DMDD_D,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 persistent;3 marked persistent,caregiver_or_psychologist,yes,yes,core_symptom,high,
Depression,dmdd,dmdd_duration_months,DMDD_E,duration_item,integer,0+,months with persistence,caregiver_or_psychologist,yes,yes,criteria_support,high,
Depression,dmdd,dmdd_context_home,DMDD_F,context_flag,binary,"0,1",1 if present at home,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,dmdd,dmdd_context_school,DMDD_F,context_flag,binary,"0,1",1 if present at school,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,dmdd,dmdd_context_peers,DMDD_F,context_flag,binary,"0,1",1 if present with peers,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,dmdd,dmdd_context_count,DMDD_F,derived_count,integer,0-3,"sum(home,school,peers)",system,no,yes,transparent_derived,medium,
Depression,dmdd,dmdd_one_setting_severe,DMDD_F,threshold_flag,binary,"0,1",1 if severe in >=1 setting,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,dmdd,dmdd_age_6_to_18,DMDD_G,age_gate,binary,"0,1",1 if age 6-18,system,no,yes,criteria_support,high,
Depression,dmdd,dmdd_onset_before_10,DMDD_H,history_flag,binary,"0,1",1 if onset before 10,caregiver_or_psychologist,yes,yes,criteria_support,high,
Depression,dmdd,dmdd_no_mania_hypomania,DMDD_I,exclusion_flag,binary,"0,1",1 if no mania/hypomania >1 day,psychologist,no,yes,clinician_gate,high,
Depression,dmdd,dmdd_not_better_explained,DMDD_J,exclusion_flag,binary,"0,1",1 if not explained by MDD/PDD/anxiety/autism/etc.,psychologist,no,yes,clinician_gate,high,
Depression,dmdd,dmdd_no_substance_medical,DMDD_K,exclusion_flag,binary,"0,1",1 if no substance/medical explanation,psychologist,no,yes,clinician_gate,high,
Depression,dmdd,dmdd_threshold_met,DMDD_A-K,diagnostic_flag,binary,"0,1",1 if DMDD pattern met,system,no,yes,target_like,medium,
Depression,persistent_depressive_disorder,pdd_depressed_or_irritable_mood,PDD_A,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,core_symptom,medium,
Depression,persistent_depressive_disorder,pdd_01_appetite_change,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_02_sleep_change,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_03_low_energy,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_04_low_self_esteem,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_05_concentration_difficulty,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_06_hopelessness,PDD_B,symptom_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 present;3 marked,caregiver_or_psychologist,yes,yes,associated_symptom,medium,
Depression,persistent_depressive_disorder,pdd_symptom_count,PDD_B,derived_count,integer,0-6,count(items>=2),system,no,yes,transparent_derived,medium,
Depression,persistent_depressive_disorder,pdd_duration_months_child,PDD_A,duration_item,integer,0+,months with mood symptoms,caregiver_or_psychologist,yes,yes,criteria_support,high,
Depression,persistent_depressive_disorder,pdd_no_gap_gt_2_months,PDD_C,binary,binary,"0,1",1 if no symptom-free gap >2 months,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,persistent_depressive_disorder,pdd_impairment,PDD_H,impairment_item,ordinal_int,"0,1,2,3",0 none;1 mild;2 moderate;3 marked,caregiver_or_psychologist,yes,yes,criteria_support,medium,
Depression,persistent_depressive_disorder,pdd_no_mania_hypomania,PDD_E,exclusion_flag,binary,"0,1",1 if no mania/hypomania history,psychologist,no,yes,clinician_gate,high,
Depression,persistent_depressive_disorder,pdd_no_psychotic_explained,PDD_F,exclusion_flag,binary,"0,1",1 if no psychotic explanation,psychologist,no,yes,clinician_gate,medium,
Depression,persistent_depressive_disorder,pdd_no_substance_medical,PDD_G,exclusion_flag,binary,"0,1",1 if no substance/medical explanation,psychologist,no,yes,clinician_gate,high,
Depression,persistent_depressive_disorder,pdd_threshold_met_child,PDD_A-H,diagnostic_flag,binary,"0,1",1 if PDD child pattern met,system,no,yes,target_like,medium,
