recommended_bucket,recommended_reason,caregiver_should_see,psychologist_should_see,system_filled_hidden,caregiver_main_flow,psychologist_main_flow,questionnaire_mode,section_id,section_name,section_order,question_code,question_order,question_group_id,domains,source_type,respondent_expected,administered_by,future_optional_full_caregiver_candidate,concept_name,input_key_primary,input_keys_secondary,derivation_targets,question_role,caregiver_prompt,psychologist_prompt,caregiver_help_text,psychologist_help_text,response_type,scale_name,option_order,option_code,option_label_caregiver,option_label_psychologist,option_value,min_value,max_value,unit,allow_unknown,unknown_option_label,required_in_caregiver_mode,required_in_psychologist_mode,model_criticality,output_criticality,branching_rule,branching_rule_summary,visibility_rule,validation_rule,coverage_role,source_mix_role,terminology_note,caveat_if_skipped,pdf_label,api_field_name,db_group_key,excluded_from_model,supplementary_only,notes
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_044,1,cbcl_044,anxiety,general,clinician,psychologist,no,Ítem 044 del CBCL,cbcl_044,,,direct,CBCL — Ítem 044. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 044. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 044 del CBCL,cbcl_044,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_045,1,cbcl_045,anxiety,general,clinician,psychologist,no,Ítem 045 del CBCL,cbcl_045,,,direct,CBCL — Ítem 045. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 045. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 045 del CBCL,cbcl_045,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_046,1,cbcl_046,anxiety,general,clinician,psychologist,no,Ítem 046 del CBCL,cbcl_046,,,direct,CBCL — Ítem 046. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 046. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 046 del CBCL,cbcl_046,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_047,1,cbcl_047,anxiety,general,clinician,psychologist,no,Ítem 047 del CBCL,cbcl_047,,,direct,CBCL — Ítem 047. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 047. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 047 del CBCL,cbcl_047,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_048,1,cbcl_048,anxiety,general,clinician,psychologist,no,Ítem 048 del CBCL,cbcl_048,,,direct,CBCL — Ítem 048. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 048. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 048 del CBCL,cbcl_048,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_049,1,cbcl_049,anxiety,general,clinician,psychologist,no,Ítem 049 del CBCL,cbcl_049,,,direct,CBCL — Ítem 049. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 049. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 049 del CBCL,cbcl_049,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_050,1,cbcl_050,anxiety,general,clinician,psychologist,no,Ítem 050 del CBCL,cbcl_050,,,direct,CBCL — Ítem 050. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 050. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 050 del CBCL,cbcl_050,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_051,1,cbcl_051,anxiety,general,clinician,psychologist,no,Ítem 051 del CBCL,cbcl_051,,,direct,CBCL — Ítem 051. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 051. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 051 del CBCL,cbcl_051,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_052,1,cbcl_052,anxiety,general,clinician,psychologist,no,Ítem 052 del CBCL,cbcl_052,,,direct,CBCL — Ítem 052. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 052. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 052 del CBCL,cbcl_052,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_053,1,cbcl_053,anxiety,general,clinician,psychologist,no,Ítem 053 del CBCL,cbcl_053,,,direct,CBCL — Ítem 053. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 053. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 053 del CBCL,cbcl_053,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_054,1,cbcl_054,anxiety,general,clinician,psychologist,no,Ítem 054 del CBCL,cbcl_054,,,direct,CBCL — Ítem 054. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 054. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 054 del CBCL,cbcl_054,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_055,1,cbcl_055,anxiety,general,clinician,psychologist,no,Ítem 055 del CBCL,cbcl_055,,,direct,CBCL — Ítem 055. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 055. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 055 del CBCL,cbcl_055,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_056,1,cbcl_056,anxiety,general,clinician,psychologist,no,Ítem 056 del CBCL,cbcl_056,,,direct,CBCL — Ítem 056. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 056. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 056 del CBCL,cbcl_056,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_057,1,cbcl_057,anxiety,general,clinician,clinician,no,Ítem 057 del CBCL,cbcl_057,,,direct,CBCL — Ítem 057. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 057. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 057 del CBCL,cbcl_057,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_058,1,cbcl_058,anxiety,general,clinician,clinician,no,Ítem 058 del CBCL,cbcl_058,,,direct,CBCL — Ítem 058. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 058. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 058 del CBCL,cbcl_058,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_059,1,cbcl_059,anxiety,general,clinician,psychologist,no,Ítem 059 del CBCL,cbcl_059,,,direct,CBCL — Ítem 059. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 059. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 059 del CBCL,cbcl_059,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_060,1,cbcl_060,anxiety,general,clinician,clinician,no,Ítem 060 del CBCL,cbcl_060,,,direct,CBCL — Ítem 060. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 060. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 060 del CBCL,cbcl_060,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_061,1,cbcl_061,anxiety,general,clinician,clinician,no,Ítem 061 del CBCL,cbcl_061,,,direct,CBCL — Ítem 061. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 061. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 061 del CBCL,cbcl_061,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_062,1,cbcl_062,anxiety,general,clinician,clinician,no,Ítem 062 del CBCL,cbcl_062,,,direct,CBCL — Ítem 062. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 062. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 062 del CBCL,cbcl_062,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_063,1,cbcl_063,anxiety,general,clinician,clinician,no,Ítem 063 del CBCL,cbcl_063,,,direct,CBCL — Ítem 063. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 063. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 063 del CBCL,cbcl_063,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_064,1,cbcl_064,anxiety,general,clinician,clinician,no,Ítem 064 del CBCL,cbcl_064,,,direct,CBCL — Ítem 064. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 064. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 064 del CBCL,cbcl_064,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_065,1,cbcl_065,anxiety,general,clinician,clinician,no,Ítem 065 del CBCL,cbcl_065,,,direct,CBCL — Ítem 065. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 065. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 065 del CBCL,cbcl_065,cbcl,no,no,final_scope_only
both,Pregunta clínica o dato básico que puede contestar el cuidador y también puede administrar/registrar el psicólogo.,yes,yes,no,yes,no,both,cbcl,Comportamiento y emociones (CBCL),2,cbcl_066,1,cbcl_066,anxiety,general,clinician,clinician,no,Ítem 066 del CBCL,cbcl_066,,,direct,CBCL — Ítem 066. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 066. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 066 del CBCL,cbcl_066,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_067,1,cbcl_067,anxiety,general,clinician,psychologist,no,Ítem 067 del CBCL,cbcl_067,,,direct,CBCL — Ítem 067. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 067. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 067 del CBCL,cbcl_067,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_068,1,cbcl_068,anxiety,general,clinician,psychologist,no,Ítem 068 del CBCL,cbcl_068,,,direct,CBCL — Ítem 068. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 068. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 068 del CBCL,cbcl_068,cbcl,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,cbcl,Comportamiento y emociones (CBCL),2,cbcl_069,1,cbcl_069,anxiety,general,clinician,psychologist,no,Ítem 069 del CBCL,cbcl_069,,,direct,CBCL — Ítem 069. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,CBCL — Ítem 069. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del CBCL. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del CBCL.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 069 del CBCL,cbcl_069,cbcl,no,no,final_scope_only
